ID,read,Genome,symbiodinium_species,#Reads_processed,#Unmapped,%Unmapped,#One_hit_one_genome,%One_hit_one_genome,#Multiple_hits_one_genome,%Multiple_hits_one_genome,#One_hit_multiple_genomes,%One_hit_multiple_genomes,Multiple_hits_multiple_genomes,%Multiple_hits_multiple_genomes
baum_apalm45_SRR7235984,r1,Symbiodinium,NA,12340649,11944884,96.8,37,0,4,0,126373,1.02,269351,2.18
baum_apalm45_SRR7235984,r1,GCA_001939145.1,Symbiodinium microadriaticum,12340649,12207300,98.92,32,0,3,0,39458,0.32,93856,0.76
baum_apalm45_SRR7235984,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,12340649,11973554,97.03,66,0,7,0,200086,1.62,166936,1.35
baum_apalm45_SRR7235984,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,12340649,12275017,99.47,50,0,1,0,7617,0.06,57964,0.47
baum_apalm45_SRR7235984,r1,GCA_009767595.1,Symbiodinium kawagutii,12340649,12274356,99.46,68,0,2,0,8110,0.07,58113,0.47
baum_apalm45_SRR7235984,r1,GCA_018327485.1,Symbiodinium microadriaticum,12340649,12210468,98.95,67,0,5,0,41189,0.33,88920,0.72
baum_apalm45_SRR7235984,r1,GCA_905221605.1,Symbiodinium natans,12340649,12252811,99.29,53,0,6,0,12024,0.1,75755,0.61
baum_apalm45_SRR7235984,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,12340649,12146404,98.43,51,0,4,0,80609,0.65,113581,0.92
baum_apalm45_SRR7235984,r1,GCA_905221625.1,Symbiodinium sp. KB8,12340649,12205806,98.91,31,0,2,0,44703,0.36,90107,0.73
baum_apalm45_SRR7235984,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,12340649,12204174,98.9,64,0,6,0,44672,0.36,91733,0.74
baum_apalm45_SRR7235984,r1,GCA_905231905.1,Symbiodinium pilosum,12340649,12271736,99.44,39,0,1,0,14481,0.12,54392,0.44
baum_apalm45_SRR7235984,r1,GCA_905231915.1,Symbiodinium necroappetens,12340649,12206835,98.92,64,0,0,0,47159,0.38,86591,0.7
baum_apalm45_SRR7235984,r1,GCA_905231925.1,Symbiodinium microadriaticum,12340649,12204473,98.9,36,0,5,0,46829,0.38,89306,0.72
baum_apalm45_SRR7235984,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,12340649,12279708,99.51,86,0,2,0,6691,0.05,54162,0.44
baum_apalm45_SRR7235984,r1,All_Fish,NA,12340649,12226665,99.07,7635,0.06,5656,0.05,10973,0.09,89720,0.73
baum_apalm45_SRR7235984,r2,Human,NA,12340649,12268861,99.42,1375,0.01,328,0,8601,0.07,61484,0.5
baum_apalm45_SRR7235984,r2,Ecoli,NA,12340649,12340639,100,0,0,0,0,5,0,5,0
baum_apalm45_SRR7235984,r2,PhiX,NA,12340649,12327398,99.89,0,0,0,0,13010,0.11,241,0
baum_apalm45_SRR7235984,r2,Contamnts_Adaptrs,NA,12340649,12340648,100,0,0,0,0,0,0,1,0
baum_apalm45_SRR7235984,r2,Vectors,NA,12340649,12324780,99.87,4,0,0,0,13112,0.11,2753,0.02
baum_apalm45_SRR7235984,r2,Bacteria_24k,NA,12340649,12280654,99.52,445,0,439,0,4004,0.03,55107,0.45
baum_apalm45_SRR7235984,r2,Protists_1k,NA,12340649,11891386,96.35,9545,0.08,9848,0.08,124298,1.01,305572,2.48
baum_apalm45_SRR7235984,r2,Viruses,NA,12340649,12285459,99.56,69,0,44,0,5412,0.04,49665,0.4
baum_apalm45_SRR7235984,r2,Fungi_RefSeq_release,NA,12340649,12247409,99.25,1799,0.01,513,0,23513,0.19,67415,0.55
baum_apalm45_SRR7235984,r2,Bird,NA,12340649,12282632,99.53,480,0,56,0,8051,0.07,49430,0.4
baum_apalm45_SRR7235984,r2,Plant,NA,12340649,12292212,99.61,255,0,51,0,4580,0.04,43551,0.35
baum_apalm45_SRR7235984,r2,Symbiodinium,NA,12340649,11947347,96.82,23,0,2,0,126229,1.02,267048,2.16
baum_apalm45_SRR7235984,r2,GCA_001939145.1,Symbiodinium microadriaticum,12340649,12209583,98.94,26,0,2,0,39560,0.32,91478,0.74
baum_apalm45_SRR7235984,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,12340649,11975591,97.04,55,0,5,0,199855,1.62,165143,1.34
baum_apalm45_SRR7235984,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,12340649,12277599,99.49,54,0,4,0,7516,0.06,55476,0.45
baum_apalm45_SRR7235984,r2,GCA_009767595.1,Symbiodinium kawagutii,12340649,12277062,99.49,65,0,6,0,7926,0.06,55590,0.45
baum_apalm45_SRR7235984,r2,GCA_018327485.1,Symbiodinium microadriaticum,12340649,12212989,98.97,75,0,3,0,41100,0.33,86482,0.7
baum_apalm45_SRR7235984,r2,GCA_905221605.1,Symbiodinium natans,12340649,12255593,99.31,63,0,2,0,11912,0.1,73079,0.59
baum_apalm45_SRR7235984,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,12340649,12148875,98.45,49,0,7,0,80175,0.65,111543,0.9
baum_apalm45_SRR7235984,r2,GCA_905221625.1,Symbiodinium sp. KB8,12340649,12208067,98.93,35,0,2,0,45008,0.36,87537,0.71
baum_apalm45_SRR7235984,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,12340649,12206799,98.92,59,0,10,0,44371,0.36,89410,0.72
baum_apalm45_SRR7235984,r2,GCA_905231905.1,Symbiodinium pilosum,12340649,12273742,99.46,40,0,1,0,14556,0.12,52310,0.42
baum_apalm45_SRR7235984,r2,GCA_905231915.1,Symbiodinium necroappetens,12340649,12208941,98.93,61,0,5,0,47097,0.38,84545,0.69
baum_apalm45_SRR7235984,r2,GCA_905231925.1,Symbiodinium microadriaticum,12340649,12206823,98.92,31,0,2,0,46966,0.38,86827,0.7
baum_apalm45_SRR7235984,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,12340649,12282347,99.53,78,0,4,0,6441,0.05,51779,0.42
baum_apalm45_SRR7235984,r2,All_Fish,NA,12340649,12229973,99.1,7491,0.06,5686,0.05,10910,0.09,86589,0.7
baum_apalm46_SRR7236008,r1,Human,NA,14016330,13927584,99.37,1688,0.01,386,0,9658,0.07,77014,0.55
baum_apalm46_SRR7236008,r1,Ecoli,NA,14016330,14016329,100,0,0,0,0,0,0,1,0
baum_apalm46_SRR7236008,r1,PhiX,NA,14016330,14016329,100,0,0,0,0,1,0,0,0
baum_apalm46_SRR7236008,r1,Contamnts_Adaptrs,NA,14016330,14016311,100,0,0,0,0,0,0,19,0
baum_apalm46_SRR7236008,r1,Vectors,NA,14016330,14012322,99.97,8,0,5,0,292,0,3703,0.03
baum_apalm46_SRR7236008,r1,Bacteria_24k,NA,14016330,13956860,99.59,532,0,653,0,4653,0.03,53632,0.38
baum_apalm46_SRR7236008,r1,Protists_1k,NA,14016330,13637674,97.29,11011,0.08,12216,0.09,94818,0.68,260611,1.86
baum_apalm46_SRR7236008,r1,Viruses,NA,14016330,13963534,99.62,50,0,46,0,6582,0.05,46118,0.33
baum_apalm46_SRR7236008,r1,Fungi_RefSeq_release,NA,14016330,13917099,99.29,2202,0.02,669,0,13377,0.1,82983,0.59
baum_apalm46_SRR7236008,r1,Bird,NA,14016330,13944789,99.49,543,0,70,0,9383,0.07,61545,0.44
baum_apalm46_SRR7236008,r1,Plant,NA,14016330,13955178,99.56,306,0,52,0,5350,0.04,55444,0.4
baum_apalm46_SRR7236008,r1,Symbiodinium,NA,14016330,13691744,97.68,34,0,2,0,97706,0.7,226844,1.62
baum_apalm46_SRR7236008,r1,GCA_001939145.1,Symbiodinium microadriaticum,14016330,13889806,99.1,38,0,17,0,36502,0.26,89967,0.64
baum_apalm46_SRR7236008,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,14016330,13723635,97.91,89,0,7,0,161447,1.15,131152,0.94
baum_apalm46_SRR7236008,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,14016330,13942977,99.48,67,0,4,0,8666,0.06,64616,0.46
baum_apalm46_SRR7236008,r1,GCA_009767595.1,Symbiodinium kawagutii,14016330,13942190,99.47,91,0,7,0,9113,0.07,64929,0.46
baum_apalm46_SRR7236008,r1,GCA_018327485.1,Symbiodinium microadriaticum,14016330,13894084,99.13,81,0,4,0,37797,0.27,84364,0.6
baum_apalm46_SRR7236008,r1,GCA_905221605.1,Symbiodinium natans,14016330,13926865,99.36,67,0,5,0,10981,0.08,78412,0.56
baum_apalm46_SRR7236008,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,14016330,13840084,98.75,56,0,4,0,72103,0.51,104083,0.74
baum_apalm46_SRR7236008,r1,GCA_905221625.1,Symbiodinium sp. KB8,14016330,13889160,99.09,45,0,1,0,41459,0.3,85665,0.61
baum_apalm46_SRR7236008,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,14016330,13889510,99.09,57,0,2,0,41873,0.3,84888,0.61
baum_apalm46_SRR7236008,r1,GCA_905231905.1,Symbiodinium pilosum,14016330,13949199,99.52,37,0,0,0,14051,0.1,53043,0.38
baum_apalm46_SRR7236008,r1,GCA_905231915.1,Symbiodinium necroappetens,14016330,13894412,99.13,67,0,6,0,42014,0.3,79831,0.57
baum_apalm46_SRR7236008,r1,GCA_905231925.1,Symbiodinium microadriaticum,14016330,13887800,99.08,32,0,4,0,44386,0.32,84108,0.6
baum_apalm46_SRR7236008,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,14016330,13947523,99.51,92,0,10,0,7353,0.05,61352,0.44
baum_apalm46_SRR7236008,r1,All_Fish,NA,14016330,13883442,99.05,8783,0.06,6747,0.05,12652,0.09,104706,0.75
baum_apalm46_SRR7236008,r2,Human,NA,14016330,13928369,99.37,1579,0.01,394,0,9452,0.07,76536,0.55
baum_apalm46_SRR7236008,r2,Ecoli,NA,14016330,14016326,100,0,0,0,0,0,0,4,0
baum_apalm46_SRR7236008,r2,PhiX,NA,14016330,14016329,100,0,0,0,0,1,0,0,0
baum_apalm46_SRR7236008,r2,Contamnts_Adaptrs,NA,14016330,14016319,100,0,0,0,0,0,0,11,0
baum_apalm46_SRR7236008,r2,Vectors,NA,14016330,14012371,99.97,2,0,1,0,309,0,3647,0.03
baum_apalm46_SRR7236008,r2,Bacteria_24k,NA,14016330,13957141,99.59,521,0,661,0,4752,0.03,53255,0.38
baum_apalm46_SRR7236008,r2,Protists_1k,NA,14016330,13638423,97.3,10765,0.08,12172,0.09,94436,0.67,260534,1.86
baum_apalm46_SRR7236008,r2,Viruses,NA,14016330,13963860,99.62,55,0,40,0,6537,0.05,45838,0.33
baum_apalm46_SRR7236008,r2,Fungi_RefSeq_release,NA,14016330,13917583,99.29,2277,0.02,662,0,13602,0.1,82206,0.59
baum_apalm46_SRR7236008,r2,Bird,NA,14016330,13945243,99.49,523,0,53,0,9420,0.07,61091,0.44
baum_apalm46_SRR7236008,r2,Plant,NA,14016330,13955436,99.57,287,0,56,0,5374,0.04,55177,0.39
baum_apalm46_SRR7236008,r2,Symbiodinium,NA,14016330,13692004,97.68,39,0,3,0,97496,0.7,226788,1.62
baum_apalm46_SRR7236008,r2,GCA_001939145.1,Symbiodinium microadriaticum,14016330,13890120,99.1,47,0,13,0,36618,0.26,89532,0.64
baum_apalm46_SRR7236008,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,14016330,13724129,97.92,71,0,5,0,161181,1.15,130944,0.93
baum_apalm46_SRR7236008,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,14016330,13943529,99.48,76,0,3,0,8596,0.06,64126,0.46
baum_apalm46_SRR7236008,r2,GCA_009767595.1,Symbiodinium kawagutii,14016330,13942890,99.48,76,0,5,0,8875,0.06,64484,0.46
baum_apalm46_SRR7236008,r2,GCA_018327485.1,Symbiodinium microadriaticum,14016330,13894171,99.13,81,0,4,0,37947,0.27,84127,0.6
baum_apalm46_SRR7236008,r2,GCA_905221605.1,Symbiodinium natans,14016330,13927055,99.36,73,0,6,0,11076,0.08,78120,0.56
baum_apalm46_SRR7236008,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,14016330,13840245,98.74,68,0,2,0,72429,0.52,103586,0.74
baum_apalm46_SRR7236008,r2,GCA_905221625.1,Symbiodinium sp. KB8,14016330,13889568,99.09,39,0,2,0,41412,0.3,85309,0.61
baum_apalm46_SRR7236008,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,14016330,13889807,99.1,76,0,3,0,41849,0.3,84595,0.6
baum_apalm46_SRR7236008,r2,GCA_905231905.1,Symbiodinium pilosum,14016330,13949357,99.52,34,0,2,0,14185,0.1,52752,0.38
baum_apalm46_SRR7236008,r2,GCA_905231915.1,Symbiodinium necroappetens,14016330,13894535,99.13,66,0,5,0,42002,0.3,79722,0.57
baum_apalm46_SRR7236008,r2,GCA_905231925.1,Symbiodinium microadriaticum,14016330,13888061,99.08,36,0,5,0,44440,0.32,83788,0.6
baum_apalm46_SRR7236008,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,14016330,13948233,99.52,97,0,6,0,7389,0.05,60605,0.43
baum_apalm46_SRR7236008,r2,All_Fish,NA,14016330,13884421,99.06,8750,0.06,6682,0.05,12753,0.09,103724,0.74
baum_apalm49_SRR7236007,r1,Human,NA,12861661,12771504,99.31,1501,0.01,364,0,9390,0.07,78902,0.61
baum_apalm49_SRR7236007,r1,Ecoli,NA,12861661,12861646,100,0,0,0,0,0,0,15,0
baum_apalm49_SRR7236007,r1,PhiX,NA,12861661,12861661,100,0,0,0,0,0,0,0,0
baum_apalm49_SRR7236007,r1,Contamnts_Adaptrs,NA,12861661,12861643,100,0,0,0,0,1,0,17,0
baum_apalm49_SRR7236007,r1,Vectors,NA,12861661,12855265,99.95,4,0,0,0,329,0,6063,0.05
baum_apalm49_SRR7236007,r1,Bacteria_24k,NA,12861661,12802549,99.55,533,0,427,0,4409,0.03,53743,0.42
baum_apalm49_SRR7236007,r1,Protists_1k,NA,12861661,12596510,97.94,11708,0.09,13344,0.1,49634,0.39,190465,1.48
baum_apalm49_SRR7236007,r1,Viruses,NA,12861661,12806719,99.57,68,0,47,0,7814,0.06,47013,0.37
baum_apalm49_SRR7236007,r1,Fungi_RefSeq_release,NA,12861661,12761105,99.22,2149,0.02,553,0,13897,0.11,83957,0.65
baum_apalm49_SRR7236007,r1,Bird,NA,12861661,12787969,99.43,601,0,53,0,8956,0.07,64082,0.5
baum_apalm49_SRR7236007,r1,Plant,NA,12861661,12796649,99.5,296,0,27,0,5067,0.04,59622,0.46
baum_apalm49_SRR7236007,r1,Symbiodinium,NA,12861661,12651535,98.37,44,0,3,0,55125,0.43,154954,1.2
baum_apalm49_SRR7236007,r1,GCA_001939145.1,Symbiodinium microadriaticum,12861661,12761703,99.23,49,0,10,0,19877,0.15,80022,0.62
baum_apalm49_SRR7236007,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,12861661,12683995,98.62,73,0,8,0,76200,0.59,101385,0.79
baum_apalm49_SRR7236007,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,12861661,12788898,99.43,71,0,8,0,8591,0.07,64093,0.5
baum_apalm49_SRR7236007,r1,GCA_009767595.1,Symbiodinium kawagutii,12861661,12787879,99.43,79,0,11,0,9232,0.07,64460,0.5
baum_apalm49_SRR7236007,r1,GCA_018327485.1,Symbiodinium microadriaticum,12861661,12765147,99.25,81,0,5,0,20759,0.16,75669,0.59
baum_apalm49_SRR7236007,r1,GCA_905221605.1,Symbiodinium natans,12861661,12779435,99.36,70,0,9,0,9182,0.07,72965,0.57
baum_apalm49_SRR7236007,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,12861661,12741391,99.07,57,0,5,0,32512,0.25,87696,0.68
baum_apalm49_SRR7236007,r1,GCA_905221625.1,Symbiodinium sp. KB8,12861661,12760812,99.21,59,0,1,0,24007,0.19,76782,0.6
baum_apalm49_SRR7236007,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,12861661,12761898,99.23,70,0,7,0,24718,0.19,74968,0.58
baum_apalm49_SRR7236007,r1,GCA_905231905.1,Symbiodinium pilosum,12861661,12799533,99.52,41,0,4,0,13278,0.1,48805,0.38
baum_apalm49_SRR7236007,r1,GCA_905231915.1,Symbiodinium necroappetens,12861661,12767371,99.27,77,0,1,0,24250,0.19,69962,0.54
baum_apalm49_SRR7236007,r1,GCA_905231925.1,Symbiodinium microadriaticum,12861661,12756740,99.19,45,0,2,0,30151,0.23,74723,0.58
baum_apalm49_SRR7236007,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,12861661,12792892,99.46,99,0,4,0,7224,0.06,61442,0.48
baum_apalm49_SRR7236007,r1,All_Fish,NA,12861661,12730526,98.97,8410,0.07,5852,0.05,13618,0.11,103255,0.8
baum_apalm49_SRR7236007,r2,Human,NA,12861661,12774656,99.33,1428,0.01,362,0,9373,0.07,75842,0.59
baum_apalm49_SRR7236007,r2,Ecoli,NA,12861661,12861647,100,0,0,0,0,0,0,14,0
baum_apalm49_SRR7236007,r2,PhiX,NA,12861661,12861661,100,0,0,0,0,0,0,0,0
baum_apalm49_SRR7236007,r2,Contamnts_Adaptrs,NA,12861661,12861659,100,0,0,0,0,0,0,2,0
baum_apalm49_SRR7236007,r2,Vectors,NA,12861661,12856522,99.96,4,0,1,0,325,0,4809,0.04
baum_apalm49_SRR7236007,r2,Bacteria_24k,NA,12861661,12805080,99.57,503,0,457,0,4354,0.03,51267,0.4
baum_apalm49_SRR7236007,r2,Protists_1k,NA,12861661,12600021,97.97,11654,0.09,13446,0.1,49596,0.39,186944,1.45
baum_apalm49_SRR7236007,r2,Viruses,NA,12861661,12809055,99.59,70,0,40,0,7732,0.06,44764,0.35
baum_apalm49_SRR7236007,r2,Fungi_RefSeq_release,NA,12861661,12764440,99.24,2234,0.02,588,0,13607,0.11,80792,0.63
baum_apalm49_SRR7236007,r2,Bird,NA,12861661,12790855,99.45,572,0,48,0,8853,0.07,61333,0.48
baum_apalm49_SRR7236007,r2,Plant,NA,12861661,12799426,99.52,293,0,38,0,4887,0.04,57017,0.44
baum_apalm49_SRR7236007,r2,Symbiodinium,NA,12861661,12654482,98.39,47,0,0,0,55270,0.43,151862,1.18
baum_apalm49_SRR7236007,r2,GCA_001939145.1,Symbiodinium microadriaticum,12861661,12764635,99.25,40,0,8,0,19723,0.15,77255,0.6
baum_apalm49_SRR7236007,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,12861661,12686488,98.64,58,0,5,0,76203,0.59,98907,0.77
baum_apalm49_SRR7236007,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,12861661,12791572,99.46,66,0,5,0,8360,0.06,61658,0.48
baum_apalm49_SRR7236007,r2,GCA_009767595.1,Symbiodinium kawagutii,12861661,12790737,99.45,73,0,5,0,9151,0.07,61695,0.48
baum_apalm49_SRR7236007,r2,GCA_018327485.1,Symbiodinium microadriaticum,12861661,12768148,99.27,82,0,4,0,20481,0.16,72946,0.57
baum_apalm49_SRR7236007,r2,GCA_905221605.1,Symbiodinium natans,12861661,12782704,99.39,61,0,5,0,8926,0.07,69965,0.54
baum_apalm49_SRR7236007,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,12861661,12744121,99.09,54,0,7,0,32648,0.25,84831,0.66
baum_apalm49_SRR7236007,r2,GCA_905221625.1,Symbiodinium sp. KB8,12861661,12763661,99.23,49,0,1,0,23856,0.19,74094,0.58
baum_apalm49_SRR7236007,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,12861661,12764732,99.25,67,0,4,0,24644,0.19,72214,0.56
baum_apalm49_SRR7236007,r2,GCA_905231905.1,Symbiodinium pilosum,12861661,12802422,99.54,42,0,2,0,12806,0.1,46389,0.36
baum_apalm49_SRR7236007,r2,GCA_905231915.1,Symbiodinium necroappetens,12861661,12770276,99.29,60,0,4,0,23930,0.19,67391,0.52
baum_apalm49_SRR7236007,r2,GCA_905231925.1,Symbiodinium microadriaticum,12861661,12759513,99.21,40,0,4,0,30135,0.23,71969,0.56
baum_apalm49_SRR7236007,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,12861661,12795600,99.49,100,0,3,0,6867,0.05,59091,0.46
baum_apalm49_SRR7236007,r2,All_Fish,NA,12861661,12733896,99.01,8209,0.06,5877,0.05,13269,0.1,100410,0.78
baum_apalm51_SRR7236009,r1,Human,NA,10385693,10321760,99.39,1014,0.01,229,0,7247,0.07,55443,0.53
baum_apalm51_SRR7236009,r1,Ecoli,NA,10385693,10385692,100,0,0,0,0,0,0,1,0
baum_apalm51_SRR7236009,r1,PhiX,NA,10385693,10385693,100,0,0,0,0,0,0,0,0
baum_apalm51_SRR7236009,r1,Contamnts_Adaptrs,NA,10385693,10385686,100,0,0,0,0,0,0,7,0
baum_apalm51_SRR7236009,r1,Vectors,NA,10385693,10382238,99.97,2,0,0,0,198,0,3255,0.03
baum_apalm51_SRR7236009,r1,Bacteria_24k,NA,10385693,10345820,99.62,296,0,303,0,3678,0.04,35596,0.34
baum_apalm51_SRR7236009,r1,Protists_1k,NA,10385693,9927666,95.59,8514,0.08,9233,0.09,138173,1.33,302107,2.91
baum_apalm51_SRR7236009,r1,Viruses,NA,10385693,10348272,99.64,43,0,25,0,6117,0.06,31236,0.3
baum_apalm51_SRR7236009,r1,Fungi_RefSeq_release,NA,10385693,10313049,99.31,1533,0.01,414,0,10813,0.1,59884,0.58
baum_apalm51_SRR7236009,r1,Bird,NA,10385693,10334261,99.51,430,0,42,0,7278,0.07,43682,0.42
baum_apalm51_SRR7236009,r1,Plant,NA,10385693,10341806,99.58,180,0,33,0,4135,0.04,39539,0.38
baum_apalm51_SRR7236009,r1,Symbiodinium,NA,10385693,9966876,95.97,26,0,1,0,142246,1.37,276544,2.66
baum_apalm51_SRR7236009,r1,GCA_001939145.1,Symbiodinium microadriaticum,10385693,10253881,98.73,41,0,39,0,44199,0.43,87533,0.84
baum_apalm51_SRR7236009,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,10385693,9994258,96.23,54,0,3,0,228476,2.2,162902,1.57
baum_apalm51_SRR7236009,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,10385693,10331068,99.47,50,0,3,0,6809,0.07,47763,0.46
baum_apalm51_SRR7236009,r1,GCA_009767595.1,Symbiodinium kawagutii,10385693,10330012,99.47,57,0,4,0,7465,0.07,48155,0.46
baum_apalm51_SRR7236009,r1,GCA_018327485.1,Symbiodinium microadriaticum,10385693,10257722,98.77,68,0,3,0,45440,0.44,82460,0.79
baum_apalm51_SRR7236009,r1,GCA_905221605.1,Symbiodinium natans,10385693,10306090,99.24,71,0,10,0,11734,0.11,67788,0.65
baum_apalm51_SRR7236009,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,10385693,10183731,98.06,45,0,1,0,93757,0.9,108159,1.04
baum_apalm51_SRR7236009,r1,GCA_905221625.1,Symbiodinium sp. KB8,10385693,10254174,98.73,33,0,3,0,49425,0.48,82058,0.79
baum_apalm51_SRR7236009,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,10385693,10251620,98.71,33,0,7,0,50313,0.48,83720,0.81
baum_apalm51_SRR7236009,r1,GCA_905231905.1,Symbiodinium pilosum,10385693,10324271,99.41,31,0,3,0,12643,0.12,48745,0.47
baum_apalm51_SRR7236009,r1,GCA_905231915.1,Symbiodinium necroappetens,10385693,10255594,98.75,40,0,3,0,50995,0.49,79061,0.76
baum_apalm51_SRR7236009,r1,GCA_905231925.1,Symbiodinium microadriaticum,10385693,10250538,98.7,29,0,1,0,54013,0.52,81112,0.78
baum_apalm51_SRR7236009,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,10385693,10334335,99.5,65,0,7,0,5950,0.06,45336,0.44
baum_apalm51_SRR7236009,r1,All_Fish,NA,10385693,10288344,99.06,6142,0.06,4738,0.05,10357,0.1,76112,0.73
baum_apalm51_SRR7236009,r2,Human,NA,10385693,10322671,99.39,1095,0.01,247,0,7154,0.07,54526,0.53
baum_apalm51_SRR7236009,r2,Ecoli,NA,10385693,10385692,100,0,0,0,0,0,0,1,0
baum_apalm51_SRR7236009,r2,PhiX,NA,10385693,10385693,100,0,0,0,0,0,0,0,0
baum_apalm51_SRR7236009,r2,Contamnts_Adaptrs,NA,10385693,10385690,100,0,0,0,0,1,0,2,0
baum_apalm51_SRR7236009,r2,Vectors,NA,10385693,10382405,99.97,5,0,2,0,207,0,3074,0.03
baum_apalm51_SRR7236009,r2,Bacteria_24k,NA,10385693,10345943,99.62,360,0,323,0,3753,0.04,35314,0.34
baum_apalm51_SRR7236009,r2,Protists_1k,NA,10385693,9928408,95.6,8312,0.08,9164,0.09,138234,1.33,301575,2.9
baum_apalm51_SRR7236009,r2,Viruses,NA,10385693,10348834,99.65,53,0,27,0,6142,0.06,30637,0.29
baum_apalm51_SRR7236009,r2,Fungi_RefSeq_release,NA,10385693,10313423,99.32,1549,0.01,355,0,10734,0.1,59632,0.57
baum_apalm51_SRR7236009,r2,Bird,NA,10385693,10335035,99.52,419,0,43,0,7192,0.07,43004,0.41
baum_apalm51_SRR7236009,r2,Plant,NA,10385693,10342226,99.58,226,0,30,0,4001,0.04,39210,0.38
baum_apalm51_SRR7236009,r2,Symbiodinium,NA,10385693,9967649,95.98,32,0,4,0,142343,1.37,275665,2.65
baum_apalm51_SRR7236009,r2,GCA_001939145.1,Symbiodinium microadriaticum,10385693,10254294,98.74,34,0,35,0,43980,0.42,87350,0.84
baum_apalm51_SRR7236009,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,10385693,9994777,96.24,55,0,3,0,228412,2.2,162446,1.56
baum_apalm51_SRR7236009,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,10385693,10331575,99.48,43,0,3,0,6580,0.06,47492,0.46
baum_apalm51_SRR7236009,r2,GCA_009767595.1,Symbiodinium kawagutii,10385693,10330618,99.47,63,0,6,0,7308,0.07,47698,0.46
baum_apalm51_SRR7236009,r2,GCA_018327485.1,Symbiodinium microadriaticum,10385693,10257834,98.77,60,0,2,0,45729,0.44,82068,0.79
baum_apalm51_SRR7236009,r2,GCA_905221605.1,Symbiodinium natans,10385693,10306469,99.24,47,0,7,0,11812,0.11,67358,0.65
baum_apalm51_SRR7236009,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,10385693,10184356,98.06,61,0,4,0,93494,0.9,107778,1.04
baum_apalm51_SRR7236009,r2,GCA_905221625.1,Symbiodinium sp. KB8,10385693,10254594,98.74,44,0,0,0,49195,0.47,81860,0.79
baum_apalm51_SRR7236009,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,10385693,10252177,98.72,48,0,2,0,49951,0.48,83515,0.8
baum_apalm51_SRR7236009,r2,GCA_905231905.1,Symbiodinium pilosum,10385693,10324676,99.42,35,0,2,0,12834,0.12,48146,0.46
baum_apalm51_SRR7236009,r2,GCA_905231915.1,Symbiodinium necroappetens,10385693,10255698,98.75,47,0,1,0,51124,0.49,78823,0.76
baum_apalm51_SRR7236009,r2,GCA_905231925.1,Symbiodinium microadriaticum,10385693,10250812,98.7,26,0,1,0,53970,0.52,80884,0.78
baum_apalm51_SRR7236009,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,10385693,10335007,99.51,72,0,6,0,5751,0.06,44857,0.43
baum_apalm51_SRR7236009,r2,All_Fish,NA,10385693,10288874,99.07,6264,0.06,4608,0.04,10367,0.1,75580,0.73
baum_apalm56_SRR7236010,r1,Human,NA,9913331,9850208,99.36,1090,0.01,262,0,7649,0.08,54122,0.55
baum_apalm56_SRR7236010,r1,Ecoli,NA,9913331,9913291,100,0,0,0,0,7,0,33,0
baum_apalm56_SRR7236010,r1,PhiX,NA,9913331,9913331,100,0,0,0,0,0,0,0,0
